tenant,request_id,submit_time,ttft_ms,total_latency_ms,tokens_out,error
quiet_user,96,1776628477.6657841,36.48972511291504,731.243371963501,61,
quiet_user,103,1776628482.7952878,42.38438606262207,747.7736473083496,60,
quiet_user,85,1776628463.1580982,39.13092613220215,720.4346656799316,55,
quiet_user,99,1776628480.3952491,41.590213775634766,739.891767501831,63,
quiet_user,91,1776628469.2197077,41.900634765625,744.1525459289551,64,
quiet_user,105,1776628489.831783,23.41318130493164,715.1727676391602,60,
quiet_user,86,1776628464.4454987,32.384634017944336,731.6112518310547,64,
quiet_user,87,1776628464.6868205,41.15605354309082,742.748498916626,62,
quiet_user,89,1776628466.6607554,30.7462215423584,720.1831340789795,64,
quiet_user,88,1776628465.620101,25.264263153076172,716.996431350708,64,
quiet_user,90,1776628469.0109236,33.79249572753906,733.443021774292,64,
quiet_user,106,1776628490.581201,25.387287139892578,716.7561054229736,64,
quiet_user,93,1776628470.4610713,45.409202575683594,734.8330020904541,63,
quiet_user,95,1776628477.0517504,40.5426025390625,740.6518459320068,64,
quiet_user,92,1776628470.164361,23.96082878112793,724.3788242340088,64,
quiet_user,107,1776628493.5467765,37.06955909729004,724.18212890625,60,
quiet_user,94,1776628476.698746,32.61065483093262,740.2982711791992,64,
quiet_user,102,1776628482.5931768,41.944265365600586,752.3338794708252,64,
quiet_user,97,1776628478.3573396,39.34311866760254,731.5011024475098,63,
quiet_user,101,1776628482.3222833,43.33806037902832,753.6120414733887,64,
quiet_user,98,1776628479.9901671,38.75374794006348,727.8022766113281,62,
quiet_user,116,1776628505.234085,50.90975761413574,756.0291290283203,59,
quiet_user,100,1776628481.9263682,35.76493263244629,732.3980331420898,64,
quiet_user,109,1776628495.9608536,52.5357723236084,742.8832054138184,57,
quiet_user,111,1776628497.4281578,33.77842903137207,738.9907836914062,64,
quiet_user,115,1776628504.8643198,49.54695701599121,752.5389194488525,63,
quiet_user,108,1776628495.7198644,40.38357734680176,731.492280960083,57,
quiet_user,123,1776628508.1784792,42.84501075744629,744.8704242706299,64,
quiet_user,104,1776628488.06807,33.82611274719238,731.28342628479,64,
quiet_user,114,1776628504.7195885,39.638519287109375,739.4776344299316,62,
quiet_user,112,1776628497.9206793,32.45735168457031,729.9950122833252,62,
quiet_user,110,1776628497.1255577,31.90469741821289,728.5521030426025,64,
quiet_user,156,1776628532.2710996,53.5740852355957,758.9225769042969,63,
quiet_user,113,1776628502.875376,26.224613189697266,729.6359539031982,63,
quiet_user,117,1776628505.3352377,65.82832336425781,778.6664962768555,63,
quiet_user,129,1776628511.4193194,51.619768142700195,756.3316822052002,63,
quiet_user,120,1776628507.17241,39.125680923461914,739.3593788146973,64,
quiet_user,119,1776628506.3889308,21.930217742919922,713.0272388458252,64,
quiet_user,122,1776628507.8395522,37.941694259643555,739.9413585662842,63,
quiet_user,125,1776628509.917624,30.353546142578125,720.21484375,63,
quiet_user,128,1776628511.32568,32.50622749328613,748.0437755584717,64,
