tenant,request_id,submit_time,ttft_ms,total_latency_ms,tokens_out,prompt_tokens,error
quiet_6,149,1776749047.3961608,88.94181251525879,576.9810676574707,62,512,
quiet_6,292,1776749171.5190403,54.39138412475586,524.0738391876221,63,512,
quiet_6,141,1776749042.3231783,52.99115180969238,536.6201400756836,63,512,
quiet_6,51,1776748942.4969535,37.3232364654541,534.1112613677979,62,64,
quiet_6,129,1776749030.781585,37.0938777923584,474.38716888427734,63,64,
quiet_6,279,1776749160.0912619,47.03664779663086,562.5839233398438,63,512,
quiet_6,305,1776749189.2932403,35.524606704711914,492.6950931549072,63,64,
quiet_6,59,1776748946.5715122,97.88227081298828,694.694995880127,62,512,
quiet_6,106,1776749004.2714634,38.31601142883301,522.9959487915039,62,64,
quiet_6,74,1776748962.6589067,79.02312278747559,573.721170425415,63,512,
quiet_6,38,1776748927.6443374,43.0142879486084,575.0930309295654,63,64,
quiet_6,40,1776748929.7741244,78.08923721313477,578.0887603759766,63,2048,
quiet_6,163,1776749061.1405284,109.06124114990234,574.1970539093018,63,64,
quiet_6,263,1776749147.411096,70.62268257141113,527.5263786315918,63,64,
quiet_6,114,1776749014.981719,69.68164443969727,572.6747512817383,63,2048,
quiet_6,193,1776749083.3775432,78.12237739562988,590.3060436248779,63,512,
quiet_6,296,1776749180.4607146,47.67465591430664,47.67465591430664,0,8192,
quiet_6,208,1776749098.8764732,54.47959899902344,568.4967041015625,63,512,
quiet_6,232,1776749125.0534427,79.23483848571777,580.5108547210693,63,512,
quiet_6,248,1776749137.1135373,75.9129524230957,555.455207824707,63,2048,
quiet_6,182,1776749073.3921058,68.4347152709961,611.0563278198242,63,512,
quiet_6,124,1776749027.4753826,85.88266372680664,610.1016998291016,63,2048,
quiet_6,158,1776749055.082867,42.60540008544922,563.673734664917,59,64,
quiet_6,240,1776749132.974208,57.11174011230469,542.9975986480713,63,64,
quiet_6,276,1776749158.3868604,61.63525581359863,520.0455188751221,63,64,
quiet_6,3,1776748899.2137592,47.196388244628906,545.0434684753418,61,64,
quiet_6,79,1776748969.3620389,54.65126037597656,500.077486038208,63,512,
quiet_6,107,1776749005.0461223,78.52554321289062,563.7567043304443,63,2048,
quiet_6,117,1776749020.1326308,48.53391647338867,521.9898223876953,63,512,
quiet_6,151,1776749047.7550418,82.2756290435791,527.6069641113281,63,512,
quiet_6,224,1776749120.8515685,69.12851333618164,605.0982475280762,63,64,
quiet_6,229,1776749122.3461967,94.25830841064453,601.2163162231445,63,512,
quiet_6,52,1776748942.5627928,55.72366714477539,521.2147235870361,63,512,
quiet_6,246,1776749136.5554478,97.78881072998047,559.4444274902344,63,2048,
quiet_6,153,1776749050.909022,54.34107780456543,547.053337097168,63,512,
quiet_6,164,1776749061.5831342,72.61490821838379,538.7134552001953,63,2048,
quiet_6,10,1776748904.251087,39.90316390991211,639.6291255950928,63,64,
quiet_6,23,1776748913.94314,40.05908966064453,475.37684440612793,63,64,
quiet_6,192,1776749083.3647618,91.12977981567383,604.6836376190186,61,2048,
quiet_6,231,1776749124.3668768,56.06245994567871,489.7787570953369,63,64,
quiet_6,150,1776749047.620137,41.55135154724121,518.2435512542725,63,64,
quiet_6,13,1776748907.8868504,49.32236671447754,524.7836112976074,61,512,
quiet_6,194,1776749083.7116978,79.08463478088379,558.4049224853516,63,2048,
quiet_6,273,1776749156.408368,123.31914901733398,597.487211227417,63,2048,
quiet_6,115,1776749015.8023422,42.7241325378418,536.1008644104004,63,64,
quiet_6,161,1776749059.8862197,50.11582374572754,555.5801391601562,63,512,
quiet_6,228,1776749122.1047542,36.4682674407959,546.6446876525879,63,64,
quiet_6,284,1776749166.5025606,36.28969192504883,534.1262817382812,63,64,
quiet_6,39,1776748928.5922804,77.48603820800781,567.425012588501,63,2048,
quiet_6,222,1776749117.941075,89.87069129943848,584.3713283538818,63,64,
quiet_6,202,1776749092.641709,52.031755447387695,517.8115367889404,63,512,
quiet_6,260,1776749145.4767678,79.65278625488281,658.6318016052246,63,2048,
quiet_6,131,1776749033.668154,45.075416564941406,647.0611095428467,63,64,
quiet_6,162,1776749059.9366655,49.97086524963379,546.2374687194824,63,64,
quiet_6,188,1776749079.4853163,75.60372352600098,618.6707019805908,63,2048,
quiet_6,220,1776749113.6815166,52.381277084350586,510.0369453430176,63,512,
quiet_6,227,1776749121.364865,62.67571449279785,534.5141887664795,63,64,
quiet_6,87,1776748978.6841867,43.065547943115234,512.2246742248535,63,64,
quiet_6,132,1776749034.0433266,39.980173110961914,636.8587017059326,59,64,
quiet_6,264,1776749147.8465698,48.908233642578125,481.0478687286377,63,64,
quiet_6,313,1776749194.6964011,75.72817802429199,620.5294132232666,63,2048,
quiet_6,241,1776749133.5457587,45.07851600646973,45.07851600646973,0,8192,
quiet_6,26,1776748918.917387,48.89822006225586,525.9408950805664,63,512,
quiet_6,285,1776749166.7423222,46.451568603515625,616.0228252410889,62,512,
quiet_6,34,1776748925.8509543,63.46845626831055,549.0493774414062,60,64,
quiet_6,61,1776748948.3910193,44.068336486816406,647.5248336791992,62,64,
quiet_6,133,1776749034.4855237,49.56793785095215,627.6507377624512,63,512,
quiet_6,143,1776749042.9737494,39.48497772216797,526.9725322723389,60,64,
quiet_6,12,1776748905.9491718,38.973093032836914,516.6993141174316,63,64,
quiet_6,41,1776748930.4680798,38.59448432922363,568.2594776153564,63,64,
quiet_6,122,1776749024.4420068,65.21487236022949,515.3231620788574,62,512,
quiet_6,42,1776748930.945758,76.42960548400879,546.1266040802002,63,2048,
quiet_6,135,1776749034.8507648,91.78352355957031,584.8047733306885,63,512,
quiet_6,274,1776749156.6556554,43.936729431152344,551.0938167572021,61,64,
quiet_6,88,1776748979.813952,107.80930519104004,669.2509651184082,63,2048,
quiet_6,111,1776749007.6817305,55.48286437988281,55.48286437988281,0,8192,
quiet_6,242,1776749134.2766962,45.78208923339844,478.2431125640869,63,64,
quiet_6,105,1776749003.5214796,48.06184768676758,555.1810264587402,63,512,
quiet_6,108,1776749007.5546052,97.17822074890137,570.8489418029785,63,512,
quiet_6,219,1776749112.0853229,46.08798027038574,46.08798027038574,0,8192,
quiet_6,293,1776749172.878836,89.99919891357422,608.7079048156738,63,512,
quiet_6,277,1776749159.4576876,106.33659362792969,738.577127456665,63,2048,
quiet_6,54,1776748944.2137399,42.87242889404297,544.2075729370117,61,64,
quiet_6,218,1776749111.5482144,38.77592086791992,493.09349060058594,63,64,
quiet_6,11,1776748905.2472007,86.53616905212402,537.0304584503174,63,64,
quiet_6,55,1776748945.3046706,46.88596725463867,529.0145874023438,63,512,
quiet_6,267,1776749150.7266464,41.466712951660156,546.4165210723877,62,64,
quiet_6,78,1776748968.408903,44.156789779663086,522.0026969909668,60,64,
quiet_6,237,1776749131.6034613,38.27619552612305,604.1436195373535,63,64,
quiet_6,189,1776749079.630567,43.31040382385254,639.1127109527588,63,64,
quiet_6,306,1776749189.652626,43.16258430480957,539.6003723144531,63,512,
quiet_6,203,1776749093.3061788,41.22161865234375,514.0385627746582,63,64,
quiet_6,5,1776748901.3270416,46.28872871398926,607.9487800598145,63,512,
quiet_6,157,1776749054.9806814,46.53525352478027,46.53525352478027,0,8192,
quiet_6,310,1776749193.6794379,47.52230644226074,47.52230644226074,0,8192,
quiet_6,223,1776749120.8278055,71.44665718078613,613.9035224914551,63,2048,
quiet_6,281,1776749160.5352325,43.24007034301758,491.27936363220215,63,64,
quiet_6,234,1776749125.1834724,75.94490051269531,526.3881683349609,61,2048,
quiet_6,261,1776749145.8795195,88.19031715393066,607.1550846099854,63,2048,
quiet_6,134,1776749034.7278967,36.75723075866699,578.9713859558105,63,64,
quiet_6,118,1776749021.8304508,49.73554611206055,495.91660499572754,63,512,
quiet_6,147,1776749046.2654948,78.70101928710938,525.7408618927002,63,512,
quiet_6,233,1776749125.08776,77.30698585510254,562.7267360687256,63,2048,
quiet_6,280,1776749160.1969123,89.60962295532227,567.7156448364258,63,2048,
quiet_6,179,1776749072.7541637,105.15689849853516,605.3423881530762,63,2048,
quiet_6,190,1776749080.8966708,78.78541946411133,522.7980613708496,63,2048,
quiet_6,286,1776749168.183909,46.05245590209961,46.05245590209961,0,8192,
quiet_6,210,1776749099.733936,40.06075859069824,509.2504024505615,63,64,
quiet_6,56,1776748945.8801692,69.80252265930176,557.7762126922607,59,2048,
