tenant,request_id,submit_time,ttft_ms,total_latency_ms,tokens_out,prompt_tokens,error
quiet_0,135,1776746218.6161563,28.771638870239258,444.1087245941162,62,0,
quiet_0,265,1776746326.3462536,30.20787239074707,442.0008659362793,64,0,
quiet_0,240,1776746300.760282,44.222354888916016,451.1678218841553,64,0,
quiet_0,138,1776746219.0436168,34.0571403503418,448.8248825073242,64,0,
quiet_0,88,1776746168.9742892,31.397581100463867,441.20240211486816,64,0,
quiet_0,100,1776746185.2726116,34.99865531921387,438.9834403991699,63,0,
quiet_0,267,1776746327.0067344,29.244184494018555,440.2897357940674,52,0,
quiet_0,287,1776746351.9921508,36.79633140563965,448.35591316223145,60,0,
quiet_0,95,1776746180.3995605,32.5772762298584,444.3528652191162,64,0,
quiet_0,268,1776746327.8274436,39.8402214050293,445.6465244293213,63,0,
quiet_0,78,1776746157.082116,42.11616516113281,451.169490814209,64,0,
quiet_0,163,1776746239.6510937,28.48052978515625,438.2591247558594,64,0,
quiet_0,164,1776746240.0936124,35.05516052246094,432.1911334991455,63,0,
quiet_0,266,1776746326.4722593,27.443408966064453,445.04570960998535,64,0,
quiet_0,32,1776746118.261069,33.216238021850586,440.77181816101074,64,0,
quiet_0,151,1776746230.9594486,30.974388122558594,438.464879989624,63,0,
quiet_0,77,1776746156.9279907,35.09068489074707,447.94583320617676,63,0,
quiet_0,313,1776746378.2796345,36.88335418701172,443.17030906677246,64,0,
quiet_0,314,1776746378.7974358,34.62409973144531,450.2871036529541,64,0,
quiet_0,269,1776746328.1425529,38.17868232727051,442.1195983886719,63,0,
quiet_0,87,1776746168.041258,30.376434326171875,434.53145027160645,63,0,
quiet_0,148,1776746228.8371727,40.24338722229004,453.10187339782715,57,0,
quiet_0,165,1776746240.5633607,29.287099838256836,425.6472587585449,62,0,
quiet_0,241,1776746301.885306,30.4105281829834,443.0890083312988,64,0,
quiet_0,137,1776746218.9383388,34.16895866394043,442.72851943969727,63,0,
quiet_0,177,1776746249.2238002,29.4644832611084,438.92717361450195,64,0,
quiet_0,9,1776746094.5074937,38.268089294433594,452.8067111968994,64,0,
quiet_0,115,1776746208.1972086,35.1715087890625,441.1957263946533,61,0,
quiet_0,58,1776746144.8597496,33.71429443359375,442.16346740722656,64,0,
quiet_0,97,1776746181.704286,40.786027908325195,445.1477527618408,63,0,
quiet_0,166,1776746241.34749,39.12687301635742,439.410924911499,63,0,
quiet_0,294,1776746357.3002522,36.905765533447266,440.9985542297363,60,0,
quiet_0,318,1776746381.9087777,35.204410552978516,433.67791175842285,63,0,
quiet_0,93,1776746173.8130832,40.2226448059082,447.7381706237793,63,0,
quiet_0,149,1776746229.418146,33.850669860839844,442.17467308044434,63,0,
quiet_0,96,1776746181.013212,32.72128105163574,439.5134449005127,60,0,
quiet_0,136,1776746218.8971636,35.95113754272461,443.0217742919922,61,0,
