tenant,request_id,submit_time,ttft_ms,total_latency_ms,tokens_out,prompt_tokens,error
quiet_1,24,1776779368.8456628,35.02774238586426,450.27947425842285,63,0,
quiet_1,158,1776779501.5522633,38.7418270111084,445.6954002380371,63,0,
quiet_1,8,1776779346.5469995,38.038015365600586,441.9851303100586,62,0,
quiet_1,47,1776779401.610704,38.64932060241699,443.30668449401855,63,0,
quiet_1,10,1776779348.509113,43.829917907714844,440.0656223297119,61,0,
quiet_1,72,1776779423.8297336,33.7529182434082,444.6260929107666,64,0,
quiet_1,96,1776779448.880358,37.815093994140625,456.8054676055908,61,0,
quiet_1,154,1776779496.543323,39.763450622558594,449.65171813964844,63,0,
quiet_1,159,1776779505.9327846,36.82088851928711,451.77578926086426,64,0,
quiet_1,156,1776779500.104933,35.22515296936035,446.72441482543945,60,0,
quiet_1,98,1776779450.734599,30.364513397216797,445.279598236084,60,0,
quiet_1,60,1776779410.6694076,34.35516357421875,456.834077835083,64,0,
quiet_1,83,1776779434.9666495,32.874107360839844,442.45219230651855,58,0,
quiet_1,86,1776779436.1019926,42.479753494262695,455.6007385253906,61,0,
quiet_1,125,1776779473.0969152,32.63378143310547,443.99070739746094,64,0,
quiet_1,11,1776779349.3976,39.40463066101074,449.21350479125977,60,0,
quiet_1,53,1776779406.2187555,37.880659103393555,450.53577423095703,62,0,
quiet_1,142,1776779486.783058,32.807111740112305,457.6153755187988,64,0,
quiet_1,147,1776779488.431255,37.602901458740234,447.4749565124512,63,0,
quiet_1,14,1776779355.495294,38.01560401916504,446.22230529785156,61,0,
quiet_1,152,1776779493.2627068,36.62896156311035,440.8917427062988,61,0,
quiet_1,162,1776779506.7071583,43.268442153930664,451.8117904663086,62,0,
quiet_1,91,1776779444.442945,35.53581237792969,451.5719413757324,62,0,
quiet_1,143,1776779487.1874604,56.20312690734863,459.42187309265137,60,0,
quiet_1,4,1776779343.9188516,32.49025344848633,451.6780376434326,64,0,
quiet_1,48,1776779401.9681537,40.56572914123535,447.5412368774414,61,0,
quiet_1,87,1776779438.367973,30.750274658203125,439.5780563354492,61,0,
quiet_1,134,1776779478.1230924,32.640933990478516,443.634033203125,64,0,
quiet_1,30,1776779377.3146636,32.00864791870117,449.76305961608887,64,0,
quiet_1,146,1776779488.21687,35.81428527832031,447.67308235168457,64,0,
quiet_1,44,1776779397.1176894,37.201881408691406,441.84350967407227,59,0,
quiet_1,62,1776779413.5551465,40.72713851928711,444.39196586608887,63,0,
quiet_1,40,1776779393.0975153,37.98079490661621,451.13658905029297,64,0,
quiet_1,38,1776779390.2395236,29.38055992126465,442.80076026916504,57,0,
quiet_1,67,1776779420.748209,36.72075271606445,453.68480682373047,62,0,
quiet_1,77,1776779426.5694182,36.982059478759766,450.72340965270996,64,0,
quiet_1,74,1776779424.9746308,23.15378189086914,438.129186630249,64,0,
quiet_1,126,1776779473.154171,42.47283935546875,452.87442207336426,64,0,
quiet_1,148,1776779488.9880939,32.85408020019531,445.8324909210205,62,0,
quiet_1,172,1776779517.6107764,31.74567222595215,444.4606304168701,64,0,
quiet_1,27,1776779370.383415,31.05783462524414,443.5548782348633,64,0,
quiet_1,43,1776779396.7891192,35.89129447937012,444.9007511138916,64,0,
quiet_1,84,1776779435.0923755,36.68785095214844,453.2444477081299,64,0,
quiet_1,58,1776779408.7889957,37.1401309967041,445.80793380737305,60,0,
quiet_1,36,1776779386.575872,26.46183967590332,438.37451934814453,62,0,
quiet_1,32,1776779377.5535893,41.73111915588379,449.4798183441162,64,0,
quiet_1,35,1776779386.4445832,61.63287162780762,471.1730480194092,64,0,
quiet_1,123,1776779472.258279,37.75286674499512,452.00109481811523,64,0,
quiet_1,9,1776779348.3895402,35.55655479431152,445.4059600830078,63,0,
quiet_1,39,1776779392.7792137,44.65746879577637,451.54261589050293,60,0,
quiet_1,94,1776779447.640866,41.16654396057129,450.8843421936035,60,0,
quiet_1,132,1776779476.3072782,35.314321517944336,448.8208293914795,64,0,
quiet_1,153,1776779495.1048489,38.770198822021484,443.5229301452637,63,0,
quiet_1,61,1776779410.9576132,37.37592697143555,451.9317150115967,61,0,
quiet_1,107,1776779459.755938,38.487911224365234,446.77066802978516,63,0,
quiet_1,138,1776779483.0617177,41.34869575500488,446.5644359588623,61,0,
quiet_1,7,1776779346.1028912,35.18939018249512,439.21852111816406,62,0,
quiet_1,65,1776779417.8842638,29.92868423461914,439.36944007873535,64,0,
quiet_1,75,1776779425.0556765,34.592390060424805,438.3120536804199,63,0,
quiet_1,68,1776779421.2307422,36.30566596984863,451.0507583618164,64,0,
quiet_1,73,1776779424.7659714,28.3355712890625,441.0114288330078,63,0,
quiet_1,150,1776779491.3704836,34.885406494140625,453.16243171691895,64,0,
quiet_1,51,1776779402.5469906,39.484262466430664,441.6952133178711,58,0,
quiet_1,64,1776779417.7256622,26.860713958740234,441.5402412414551,64,0,
quiet_1,37,1776779389.2726412,31.100988388061523,441.06101989746094,63,0,
quiet_1,105,1776779458.6149528,33.56027603149414,446.1987018585205,62,0,
quiet_1,112,1776779463.6693199,33.86235237121582,438.39359283447266,62,0,
quiet_1,3,1776779343.7941644,33.61392021179199,452.2380828857422,64,0,
quiet_1,82,1776779434.9498665,36.196231842041016,450.33979415893555,60,0,
quiet_1,42,1776779394.8357387,30.34496307373047,446.8085765838623,64,0,
quiet_1,57,1776779407.9671504,35.251617431640625,450.79517364501953,64,0,
quiet_1,79,1776779429.613777,36.55099868774414,440.75465202331543,56,0,
quiet_1,113,1776779464.256185,31.66508674621582,443.85695457458496,64,0,
quiet_1,1,1776779343.255894,47.81389236450195,453.2444477081299,62,0,
quiet_1,55,1776779407.3607254,39.6122932434082,452.38804817199707,57,0,
quiet_1,99,1776779451.3895423,34.18111801147461,448.3368396759033,63,0,
quiet_1,118,1776779471.5312688,35.420894622802734,437.0584487915039,61,0,
quiet_1,5,1776779344.0253956,42.18554496765137,447.8280544281006,58,0,
quiet_1,6,1776779345.208661,35.483598709106445,440.9830570220947,59,0,
quiet_1,88,1776779440.553359,38.34366798400879,444.17476654052734,63,0,
quiet_1,108,1776779459.8588207,35.51077842712402,445.110559463501,64,0,
quiet_1,144,1776779487.2019613,42.0231819152832,448.9023685455322,63,0,
quiet_1,29,1776779376.4853382,42.61469841003418,452.0845413208008,63,0,
quiet_1,34,1776779385.317899,28.177499771118164,442.4786567687988,64,0,
quiet_1,129,1776779475.6591454,32.52434730529785,446.2130069732666,64,0,
quiet_1,136,1776779482.7086303,35.575151443481445,451.2295722961426,61,0,
quiet_1,161,1776779506.6986535,43.408870697021484,454.7407627105713,60,0,
quiet_1,171,1776779517.1441565,30.672073364257812,445.18351554870605,64,0,
quiet_1,63,1776779414.3057792,44.4035530090332,450.1955509185791,63,0,
quiet_1,46,1776779401.5429714,35.09187698364258,445.49012184143066,64,0,
quiet_1,166,1776779510.2187812,28.72443199157715,439.2352104187012,64,0,
quiet_1,128,1776779475.0623128,40.54427146911621,444.4849491119385,63,0,
quiet_1,70,1776779422.6554492,35.5989933013916,451.98512077331543,64,0,
quiet_1,80,1776779430.750565,41.23187065124512,453.9039134979248,64,0,
quiet_1,13,1776779355.4586291,29.894351959228516,441.39909744262695,61,0,
quiet_1,23,1776779363.8077176,37.348270416259766,441.8215751647949,63,0,
quiet_1,31,1776779377.433944,37.11891174316406,442.59119033813477,63,0,
quiet_1,59,1776779409.4914038,30.3957462310791,445.30534744262695,62,0,
quiet_1,120,1776779471.6452918,42.12641716003418,441.26200675964355,62,0,
quiet_1,141,1776779485.5913277,36.978721618652344,445.96147537231445,60,0,
quiet_1,28,1776779371.2515988,37.35184669494629,449.9092102050781,58,0,
quiet_1,76,1776779425.5522597,34.21449661254883,447.3099708557129,64,0,
quiet_1,114,1776779465.1072624,27.974843978881836,448.85706901550293,64,0,
quiet_1,140,1776779485.5014203,36.45730018615723,445.15442848205566,64,0,
quiet_1,167,1776779510.8836393,38.877248764038086,444.74148750305176,57,0,
quiet_1,89,1776779440.8392677,33.86831283569336,449.9318599700928,61,0,
quiet_1,100,1776779453.0101712,36.16070747375488,449.8105049133301,61,0,
quiet_1,90,1776779444.1364808,35.63737869262695,445.2323913574219,58,0,
quiet_1,170,1776779516.6807427,44.606924057006836,448.045015335083,59,0,
quiet_1,21,1776779362.545418,35.94470024108887,453.1433582305908,64,0,
quiet_1,133,1776779477.3044226,33.37287902832031,450.67501068115234,64,0,
quiet_1,168,1776779511.724882,31.705379486083984,447.24416732788086,63,0,
quiet_1,33,1776779378.4877343,29.429912567138672,446.0439682006836,64,0,
quiet_1,50,1776779402.4048657,37.49966621398926,448.0254650115967,61,0,
quiet_1,56,1776779407.6880667,47.898054122924805,450.03485679626465,62,0,
