tenant,request_id,submit_time,ttft_ms,total_latency_ms,tokens_out,prompt_tokens,error
quiet_0,164,1776746979.1568332,34.05141830444336,451.83300971984863,62,0,
quiet_0,5,1776746829.8378808,33.76960754394531,461.4894390106201,62,0,
quiet_0,155,1776746974.3741567,40.85874557495117,462.7685546875,64,0,
quiet_0,305,1776747110.0859666,36.92960739135742,449.81861114501953,64,0,
quiet_0,53,1776746878.1126983,35.752058029174805,456.8479061126709,64,0,
quiet_0,136,1776746957.957717,27.59861946105957,457.40556716918945,61,0,
quiet_0,158,1776746974.8999481,37.44173049926758,449.73206520080566,62,0,
quiet_0,194,1776747001.0900185,34.46817398071289,461.29894256591797,64,0,
quiet_0,209,1776747014.8487842,35.03870964050293,444.45252418518066,62,0,
quiet_0,124,1776746951.1668806,32.027244567871094,452.5172710418701,63,0,
quiet_0,120,1776746949.566565,34.445762634277344,450.6042003631592,63,0,
quiet_0,190,1776746999.342681,33.08820724487305,460.44063568115234,64,0,
quiet_0,75,1776746893.5222654,34.40499305725098,464.9806022644043,59,0,
quiet_0,279,1776747083.9437594,41.289567947387695,449.75781440734863,63,0,
quiet_0,278,1776747082.7996588,44.275522232055664,449.0988254547119,45,0,
quiet_0,249,1776747052.5988626,37.79244422912598,450.3796100616455,63,0,
quiet_0,287,1776747091.0573065,43.97010803222656,448.361873626709,59,0,
quiet_0,26,1776746849.5638466,39.90530967712402,459.0940475463867,57,0,
quiet_0,90,1776746911.429483,31.925678253173828,456.1774730682373,64,0,
quiet_0,95,1776746919.4651513,36.59200668334961,459.5167636871338,64,0,
quiet_0,245,1776747049.4717317,34.734487533569336,443.73321533203125,59,0,
quiet_0,178,1776746988.6877954,28.16915512084961,451.83610916137695,64,0,
quiet_0,84,1776746903.7113605,29.675722122192383,453.63831520080566,64,0,
quiet_0,129,1776746953.808779,38.27357292175293,448.0609893798828,62,0,
quiet_0,195,1776747003.6178775,31.72445297241211,446.78544998168945,64,0,
quiet_0,256,1776747057.957372,43.213844299316406,446.5761184692383,60,0,
quiet_0,37,1776746861.398865,31.266212463378906,457.57365226745605,64,0,
quiet_0,44,1776746870.8436773,41.43548011779785,460.92820167541504,62,0,
quiet_0,114,1776746947.1160781,36.33427619934082,450.3905773162842,62,0,
quiet_0,198,1776747005.6990476,34.59930419921875,446.897029876709,64,0,
quiet_0,247,1776747051.224599,34.05594825744629,444.5939064025879,64,0,
quiet_0,18,1776746838.8188632,32.824039459228516,452.3334503173828,64,0,
quiet_0,123,1776746950.5718646,36.26728057861328,459.8715305328369,64,0,
quiet_0,312,1776747116.9628336,39.83283042907715,448.85945320129395,61,0,
quiet_0,101,1776746924.7347522,33.07008743286133,456.5718173980713,64,0,
quiet_0,113,1776746945.2733355,45.67289352416992,452.90136337280273,61,0,
quiet_0,200,1776747006.595044,28.68342399597168,449.86987113952637,63,0,
quiet_0,130,1776746954.0136569,43.79391670227051,457.08155632019043,63,0,
quiet_0,153,1776746970.6599324,35.27951240539551,463.5303020477295,60,0,
quiet_0,191,1776746999.3641512,31.85248374938965,461.06433868408203,64,0,
quiet_0,52,1776746876.5831296,32.58848190307617,453.33313941955566,62,0,
quiet_0,74,1776746893.2089808,32.0582389831543,455.16395568847656,63,0,
quiet_0,165,1776746979.6266227,29.88123893737793,454.0266990661621,64,0,
quiet_0,239,1776747038.019981,30.20644187927246,439.2392635345459,61,0,
quiet_0,139,1776746958.178509,41.852712631225586,462.47100830078125,64,0,
quiet_0,236,1776747034.1904995,28.629064559936523,438.19475173950195,64,0,
quiet_0,302,1776747106.7862973,28.090238571166992,446.45190238952637,60,0,
quiet_0,50,1776746875.8682585,40.282249450683594,458.51922035217285,63,0,
quiet_0,73,1776746892.9380226,33.56480598449707,456.5894603729248,64,0,
